date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:05	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-602b700a-d8fac476284b051d;;;%22	https://comfycool.in/images/prettyPhoto/default/sprite_y.png	D:/comfycool/comfycool.in/images/prettyPhoto/default/sprite_y.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:06	1358/1358	---M--	200	added ('OK')	image/png	etag:%2254e-602b7008-f5e3d59460194fb7;;;%22	https://comfycool.in/images/prettyPhoto/default/sprite_next.png	D:/comfycool/comfycool.in/images/prettyPhoto/default/sprite_next.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:06	1376/1376	---M--	200	added ('OK')	image/png	etag:%22560-602b700a-8a7dc368deb59378;;;%22	https://comfycool.in/images/prettyPhoto/default/sprite_prev.png	D:/comfycool/comfycool.in/images/prettyPhoto/default/sprite_prev.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:06	1537/1537	---M--	200	added ('OK')	image/png	etag:%22601-602b7008-67d1f31f9236c597;;;%22	https://comfycool.in/images/prettyPhoto/default/default_thumb.png	D:/comfycool/comfycool.in/images/prettyPhoto/default/default_thumb.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:06	6331/6331	---M--	200	added ('OK')	image/gif	etag:%2218bb-602b7008-d19188fdaf2948cd;;;%22	https://comfycool.in/images/prettyPhoto/default/loader.gif	D:/comfycool/comfycool.in/images/prettyPhoto/default/loader.gif	(from https://comfycool.in/css/prettyPhoto.css)
14:46:07	4099/4099	---M--	200	added ('OK')	image/png	etag:%221003-602b7016-90b87140384262c2;;;%22	https://comfycool.in/images/prettyPhoto/light_rounded/sprite.png	D:/comfycool/comfycool.in/images/prettyPhoto/light_rounded/sprite.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:07	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-602b7010-30b235a2c7a85414;;;%22	https://comfycool.in/images/prettyPhoto/light_rounded/btnNext.png	D:/comfycool/comfycool.in/images/prettyPhoto/light_rounded/btnNext.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:07	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-602b7010-484ef3f6687c2345;;;%22	https://comfycool.in/images/prettyPhoto/light_rounded/btnPrevious.png	D:/comfycool/comfycool.in/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:07	4076/4076	---M--	200	added ('OK')	image/png	etag:%22fec-602b7002-4c932cc81ed9ea59;;;%22	https://comfycool.in/images/prettyPhoto/dark_rounded/sprite.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_rounded/sprite.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:08	130/130	---M--	200	added ('OK')	image/png	etag:%2282-602b7002-6a875712fef6ae51;;;%22	https://comfycool.in/images/prettyPhoto/dark_rounded/contentPattern.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:08	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-602b7000-fb798ff5f298dde8;;;%22	https://comfycool.in/images/prettyPhoto/dark_rounded/btnNext.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_rounded/btnNext.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:08	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-602b7000-72e32849c8e23c3a;;;%22	https://comfycool.in/images/prettyPhoto/dark_rounded/btnPrevious.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:08	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-602b7002-26097fada6a6b8d5;;;%22	https://comfycool.in/images/prettyPhoto/dark_rounded/loader.gif	D:/comfycool/comfycool.in/images/prettyPhoto/dark_rounded/loader.gif	(from https://comfycool.in/css/prettyPhoto.css)
14:46:08	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-602b7006-640fca85a30c7545;;;%22	https://comfycool.in/images/prettyPhoto/dark_square/loader.gif	D:/comfycool/comfycool.in/images/prettyPhoto/dark_square/loader.gif	(from https://comfycool.in/css/prettyPhoto.css)
14:46:09	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-602b7006-efdf5d143a606696;;;%22	https://comfycool.in/images/prettyPhoto/dark_square/sprite.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_square/sprite.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:09	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-602b7004-adec8c4296878815;;;%22	https://comfycool.in/images/prettyPhoto/dark_square/btnNext.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_square/btnNext.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:09	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-602b7004-e3a96e7410994151;;;%22	https://comfycool.in/images/prettyPhoto/dark_square/btnPrevious.png	D:/comfycool/comfycool.in/images/prettyPhoto/dark_square/btnPrevious.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:09	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-602b7016-9ae856ca3ebea2fe;;;%22	https://comfycool.in/images/prettyPhoto/light_square/sprite.png	D:/comfycool/comfycool.in/images/prettyPhoto/light_square/sprite.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:10	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-602b7014-48a53dff12be6fb7;;;%22	https://comfycool.in/images/prettyPhoto/light_square/btnNext.png	D:/comfycool/comfycool.in/images/prettyPhoto/light_square/btnNext.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:10	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-602b7014-ae565da6b7b2c8c4;;;%22	https://comfycool.in/images/prettyPhoto/light_square/btnPrevious.png	D:/comfycool/comfycool.in/images/prettyPhoto/light_square/btnPrevious.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:10	4227/4227	---M--	200	added ('OK')	image/png	etag:%221083-602b700e-7a5d5b19ea7c0faf;;;%22	https://comfycool.in/images/prettyPhoto/facebook/sprite.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/sprite.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:10	142/142	---M--	200	added ('OK')	image/png	etag:%228e-602b700c-f97943904d1a04de;;;%22	https://comfycool.in/images/prettyPhoto/facebook/contentPatternTop.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/contentPatternTop.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:10	137/137	---M--	200	added ('OK')	image/png	etag:%2289-602b700c-194d41f0378cd14e;;;%22	https://comfycool.in/images/prettyPhoto/facebook/contentPatternLeft.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/contentPatternLeft.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:11	136/136	---M--	200	added ('OK')	image/png	etag:%2288-602b700c-73fbe7a542083e3d;;;%22	https://comfycool.in/images/prettyPhoto/facebook/contentPatternRight.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/contentPatternRight.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:11	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-602b700e-60e3870705d2c246;;;%22	https://comfycool.in/images/prettyPhoto/facebook/loader.gif	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/loader.gif	(from https://comfycool.in/css/prettyPhoto.css)
14:46:11	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-602b700c-63e1fe50f04374e6;;;%22	https://comfycool.in/images/prettyPhoto/facebook/btnNext.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/btnNext.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:11	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-602b700c-68e703831f5e4f33;;;%22	https://comfycool.in/images/prettyPhoto/facebook/btnPrevious.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/btnPrevious.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:12	142/142	---M--	200	added ('OK')	image/png	etag:%228e-602b700c-5ba65d7fd4a2f3a4;;;%22	https://comfycool.in/images/prettyPhoto/facebook/contentPatternBottom.png	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/contentPatternBottom.png	(from https://comfycool.in/css/prettyPhoto.css)
14:46:12	227/227	---M--	200	added ('OK')	image/gif	etag:%22e3-602b700e-5f4afc49a0725d71;;;%22	https://comfycool.in/images/prettyPhoto/facebook/default_thumbnail.gif	D:/comfycool/comfycool.in/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://comfycool.in/css/prettyPhoto.css)
14:46:12	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-602b7012-2d13f3e620bc2659;;;%22	https://comfycool.in/images/prettyPhoto/light_rounded/loader.gif	D:/comfycool/comfycool.in/images/prettyPhoto/light_rounded/loader.gif	(from https://comfycool.in/css/prettyPhoto.css)
14:46:12	82208/82208	---M--	200	added ('OK')	image/png	etag:%2214120-602b6f96-aef9e740893e7ddc;;;%22	https://comfycool.in/images/bg-image/row-bgimage-1.png	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-1.png	(from https://comfycool.in/css/shortcodes.css)
14:46:13	31131/31131	---M--	200	added ('OK')	image/jpeg	etag:%22799b-602b6f9c-3db7e8748df87c17;;;%22	https://comfycool.in/images/bg-image/row-bgimage-2.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-2.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:13	56214/56214	---M--	200	added ('OK')	image/jpeg	etag:%22db96-602b6f9c-255d9e62ad9987ee;;;%22	https://comfycool.in/images/bg-image/row-bgimage-3.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-3.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:13	71477/71477	---M--	200	added ('OK')	image/jpeg	etag:%2211735-602b6f9c-e1fb913e294628d9;;;%22	https://comfycool.in/images/bg-image/row-bgimage-4.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-4.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:13	62252/62252	---M--	200	added ('OK')	image/jpeg	etag:%22f32c-602b6f9e-ed3242c97d70b50b;;;%22	https://comfycool.in/images/bg-image/row-bgimage-5.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-5.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:13	161933/161933	---M--	200	added ('OK')	image/jpeg	etag:%222788d-602b6fa0-ebbc44ce9fde2d97;;;%22	https://comfycool.in/images/bg-image/row-bgimage-6.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-6.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:14	803060/803060	---M--	200	added ('OK')	image/jpeg	etag:%22c40f4-602b6fa0-f4a7440b29e3f02a;;;%22	https://comfycool.in/images/bg-image/row-bgimage-7.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-7.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:14	30461/30461	---M--	200	added ('OK')	image/jpeg	etag:%2276fd-602b6fa0-70f7022a0b1defc1;;;%22	https://comfycool.in/images/bg-image/row-bgimage-8.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-8.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:14	30281/30281	---M--	200	added ('OK')	image/jpeg	etag:%227649-602b6fa0-c74a141e43d12985;;;%22	https://comfycool.in/images/bg-image/row-bgimage-9.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-9.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:15	31371/31371	---M--	200	added ('OK')	image/jpeg	etag:%227a8b-602b6f96-d9c8f36a9a72701e;;;%22	https://comfycool.in/images/bg-image/row-bgimage-11.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-11.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:15	294264/294264	---M--	200	added ('OK')	image/jpeg	etag:%2247d78-602b6f96-11f68097248addf4;;;%22	https://comfycool.in/images/bg-image/row-bgimage-10.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-10.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:15	82208/82208	---M--	200	added ('OK')	image/png	etag:%2214120-602b6f98-e3e12e783416d993;;;%22	https://comfycool.in/images/bg-image/row-bgimage-12.png	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-12.png	(from https://comfycool.in/css/shortcodes.css)
14:46:15	352637/352637	---M--	200	added ('OK')	image/jpeg	etag:%225617d-602b6f98-3ee16e35f77796b6;;;%22	https://comfycool.in/images/bg-image/row-bgimage-13.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-13.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:15	157608/157608	---M--	200	added ('OK')	image/jpeg	etag:%22267a8-602b6f98-e4cbc059b086abd6;;;%22	https://comfycool.in/images/bg-image/row-bgimage-14.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-14.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:15	97136/97136	---M--	200	added ('OK')	image/jpeg	etag:%2217b70-602b6f9a-2c3be81ece6414bd;;;%22	https://comfycool.in/images/bg-image/row-bgimage-15.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-15.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:16	16939/16939	---M--	200	added ('OK')	image/jpeg	etag:%22422b-602b6f9a-88c8f882eea5e50a;;;%22	https://comfycool.in/images/bg-image/row-bgimage-16.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-16.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:16	114002/114002	---M--	200	added ('OK')	image/jpeg	etag:%221bd52-602b6f9a-f909ad8f0786df18;;;%22	https://comfycool.in/images/bg-image/row-bgimage-17.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-17.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:16	47573/47573	---M--	200	added ('OK')	image/jpeg	etag:%22b9d5-602b6f9a-98dc961fb6b055cd;;;%22	https://comfycool.in/images/bg-image/row-bgimage-18.jpg	D:/comfycool/comfycool.in/images/bg-image/row-bgimage-18.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:17	105846/105846	---M--	200	added ('OK')	image/png	etag:%2219d76-602b6f6a-2f64098e5e11461e;;;%22	https://comfycool.in/images/map.png	D:/comfycool/comfycool.in/images/map.png	(from https://comfycool.in/css/shortcodes.css)
14:46:17	25043/25043	---M--	200	added ('OK')	image/jpeg	etag:%2261d3-602b6ff8-bc72d070891350e4;;;%22	https://comfycool.in/images/vector_page/vector-row-bg.jpg	D:/comfycool/comfycool.in/images/vector_page/vector-row-bg.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:17	12775/12775	---M--	200	added ('OK')	image/jpeg	etag:%2231e7-602b6ff6-a3f14200aefa0a42;;;%22	https://comfycool.in/images/vector_page/vector-row-bg-2.jpg	D:/comfycool/comfycool.in/images/vector_page/vector-row-bg-2.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:17	10690/10690	---M--	200	added ('OK')	image/jpeg	etag:%2229c2-602b6ff6-aeda9c5c3bd64be;;;%22	https://comfycool.in/images/vector_page/vector-row-bg-3.jpg	D:/comfycool/comfycool.in/images/vector_page/vector-row-bg-3.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:18	10616/10616	---M--	200	added ('OK')	image/jpeg	etag:%222978-602b6ff6-7b42602868ee10b2;;;%22	https://comfycool.in/images/vector_page/vector-row-bg-4.jpg	D:/comfycool/comfycool.in/images/vector_page/vector-row-bg-4.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:18	149747/149747	---M--	200	added ('OK')	image/jpeg	etag:%22248f3-602b6f90-b3629164a525bb5c;;;%22	https://comfycool.in/images/bg-image/col-bgimage-1.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-1.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:18	154833/154833	---M--	200	added ('OK')	image/jpeg	etag:%2225cd1-602b6f90-7d792a243bb0a041;;;%22	https://comfycool.in/images/bg-image/col-bgimage-2.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-2.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:18	61388/61388	---M--	200	added ('OK')	image/jpeg	etag:%22efcc-602b6f92-d0e461b71e306d7;;;%22	https://comfycool.in/images/bg-image/col-bgimage-3.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-3.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:18	10517/10517	---M--	200	added ('OK')	image/jpeg	etag:%222915-602b6f92-ea9031553230442f;;;%22	https://comfycool.in/images/bg-image/col-bgimage-4.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-4.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:19	29691/29691	---M--	200	added ('OK')	image/jpeg	etag:%2273fb-602b6f92-8b1f3025ee3b5c26;;;%22	https://comfycool.in/images/bg-image/col-bgimage-5.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-5.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:19	87087/87087	---M--	200	added ('OK')	image/jpeg	etag:%221542f-602b6f94-8a6e4222d388bf42;;;%22	https://comfycool.in/images/bg-image/col-bgimage-7.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-7.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:19	165841/165841	---M--	200	added ('OK')	image/jpeg	etag:%22287d1-602b6f92-e1eb73ce7c0d8e66;;;%22	https://comfycool.in/images/bg-image/col-bgimage-6.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-6.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:19	83792/83792	---M--	200	added ('OK')	image/jpeg	etag:%2214750-602b6f94-d46b6d5613ed0d1f;;;%22	https://comfycool.in/images/bg-image/col-bgimage-8.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-8.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:20	136272/136272	---M--	200	added ('OK')	image/jpeg	etag:%2221450-602b6f94-c99b017b58f98ee8;;;%22	https://comfycool.in/images/bg-image/col-bgimage-9.jpg	D:/comfycool/comfycool.in/images/bg-image/col-bgimage-9.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:20	3800/3800	---M--	200	added ('OK')	image/jpeg	etag:%22ed8-6088140b-f8608935c04f858e;;;%22	https://comfycool.in/images/highlight-text-bg.jpg	D:/comfycool/comfycool.in/images/highlight-text-bg.jpg	(from https://comfycool.in/css/shortcodes.css)
14:46:20	1425/1425	---M--	200	added ('OK')	image/png	etag:%22591-602b6f6c-f9c79edd43c2cc95;;;%22	https://comfycool.in/images/proccess-box-arrow.png	D:/comfycool/comfycool.in/images/proccess-box-arrow.png	(from https://comfycool.in/css/shortcodes.css)
14:46:20	1571/1571	---M--	200	added ('OK')	image/png	etag:%22623-602b6f6c-efa0a869da5a6666;;;%22	https://comfycool.in/images/process-icon-img1.png	D:/comfycool/comfycool.in/images/process-icon-img1.png	(from https://comfycool.in/css/shortcodes.css)
14:46:20	1536/1536	---M--	200	added ('OK')	image/png	etag:%22600-602b6f6c-6b131bfae81f71b1;;;%22	https://comfycool.in/images/process-icon-img2.png	D:/comfycool/comfycool.in/images/process-icon-img2.png	(from https://comfycool.in/css/shortcodes.css)
14:46:21	926/926	---M--	200	added ('OK')	image/png	etag:%2239e-602b6ff4-ba8c0de97d276a17;;;%22	https://comfycool.in/images/vector_page/step-arrow2.png	D:/comfycool/comfycool.in/images/vector_page/step-arrow2.png	(from https://comfycool.in/css/shortcodes.css)
14:46:21	1277/1277	---M--	200	added ('OK')	image/png	etag:%224fd-602b6f6e-a1a890bc999a484a;;;%22	https://comfycool.in/images/search-icon.png	D:/comfycool/comfycool.in/images/search-icon.png	(from https://comfycool.in/css/shortcodes.css)
14:46:21	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2009:16:03%20GMT	https://comfycool.in/images/background/5.html	D:/comfycool/comfycool.in/images/background/5.html	(from https://comfycool.in/css/color-switcher.css)
14:46:22	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-602b6f68-bdc5c28c4ba94b1d;;;%22	https://comfycool.in/images/info-left-arrow.png	D:/comfycool/comfycool.in/images/info-left-arrow.png	(from https://comfycool.in/css/responsive.css)
14:46:22	1677/1677	---M--	200	added ('OK')	image/png	etag:%2268d-602b6f68-97d6ebe967194d51;;;%22	https://comfycool.in/images/info-right-arrow.png	D:/comfycool/comfycool.in/images/info-right-arrow.png	(from https://comfycool.in/css/responsive.css)
